interactor A gene symbol,interactor B gene symbol,interactor A Uniprot AC,interactor B Uniprot AC,database source
IL6,IRF7,P05231,Q92985,IID
IL6,CSF2RB,P05231,P32927,IID
IL6,RELA,P05231,Q04206,IID
IL6,NR4A3,P05231,Q92570,IID
IL6,NOD1,P05231,Q9Y239,IID
IL6,RGS2,P05231,P41220,IID
IL6,IL7R,P05231,P16871,IID
IL6,LIF,P05231,P15018,IID
IL6,PTHLH,P05231,P12272,IID
IL6,CAMP,P05231,P49913,IID
IL6,TNXB,P05231,P22105,IID
IL6,NEU3,P05231,Q9UQ49,IID
IL6,IL31RA,P05231,Q8NI17,IID
IL6,TACC3,P05231,Q9Y6A5,IID
IL6,CDH13,P05231,P55290,IID
IL6,LEP,P05231,P41159,IID
IL6,KCTD12,P05231,Q96CX2,IID
IL6,COL12A1,P05231,Q99715,IID
IL6,PLA2G4A,P05231,P47712,IID
IL6,TNFAIP2,P05231,Q03169,IID
IL6,IER3,P05231,P46695,IID
IL6,IL3,P05231,P08700,IID
IL6,TIGIT,P05231,Q495A1,IID
IL6,DSP,P05231,P15924,IID
IL6,IRAK3,P05231,Q9Y616,IID
IL6,TTN,P05231,Q8WZ42,IID
IL6,APOL6,P05231,Q9BWW8,IID
IL6,FOXP3,P05231,Q9BZS1,IID
IL6,STAT3,P05231,P40763,IID
IL6,BCL3,P05231,P20749,IID
IL6,NLRP3,P05231,Q96P20,IID
IL6,FNDC3B,P05231,Q53EP0,IID
IL6,IL12B,P05231,P29460,IID
IL6,CMTM7,P05231,Q96FZ5,IID
IL6,SCGB1A1,P05231,P11684,IID
IL6,PTPRE,P05231,P23469,IID
IL6,SIGIRR,P05231,Q6IA17,IID
IL6,NLRP2,P05231,Q9NX02,IID
IL6,NCOR2,P05231,Q9Y618,IID
IL6,SWAP70,P05231,Q9UH65,IID
IL6,SPP1,P05231,P10451,IID
IL6,IRF1,P05231,P10914,IID
IL6,MICB,P05231,Q29980,IID
IL6,F3,P05231,P13726,IID
IL6,CEBPB,P05231,P17676,IID
IL6,CD1D,P05231,P15813,IID
IL6,ROBO2,P05231,Q9HCK4,IID
IL6,CSF3,P05231,P09919,IID
IL6,VEGFC,P05231,P49767,IID
IL6,IL10,P05231,P22301,IID
IL6,MALT1,P05231,Q9UDY8,IID
IL6,CTLA4,P05231,P16410,IID
IL6,IL2RB,P05231,P14784,IID
IL6,IL11,P05231,P20809,IID
IL6,HLX,P05231,Q14774,IID
IL6,ARNT,P05231,P27540,IID
IL6,EP300,P05231,Q09472,IID
IL6,DCC,P05231,P43146,IID
IL6,CD8B,P05231,P10966,IID
IL6,ROBO1,P05231,Q9Y6N7,IID
IL6,MYBPC3,P05231,Q14896,IID
IL6,NOD2,P05231,Q9HC29,IID
IL6,KITLG,P05231,P21583,IID
IL6,CNTN4,P05231,Q8IWV2,IID
IL6,CXCL12,P05231,P48061,IID
IL6,BDKRB2,P05231,P30411,IID
IL6,IL13,P05231,P35225,IID
IL6,IRAK1,P05231,P51617,IID
IL6,MSR1,P05231,P21757,IID
IL6,IL21R,P05231,Q9HBE5,IID
IL6,ROBO4,P05231,Q8WZ75,IID
IL6,EBI3,P05231,Q14213,IID
IL6,IL26,P05231,Q9NPH9,IID
IL6,BAIAP2L1,P05231,Q9UHR4,IID
IL6,-,P05231,Q96PK2,IID
IL6,BTLA,P05231,Q7Z6A9,IID
IL6,YWHAG,P05231,P61981,IID
IL6,NANOS2,P05231,P60321,IID
IL6,CRH,P05231,P06850,IID
IL6,REL,P05231,Q04864,IID
IL6,IL13RA1,P05231,P78552,IID
IL6,XBP1,P05231,P17861,IID
IL6,TRIP6,P05231,Q15654,IID
IL6,NFKB1,P05231,P19838,IID
IL6,IL22,P05231,Q9GZX6,IID
IL6,TREM2,P05231,Q9NZC2,IID
IL6,LYN,P05231,P07948,IID
IL6,PTGS2,P05231,P35354,IID
IL6,TGFBR2,P05231,P37173,IID
IL6,IL20,P05231,Q9NYY1,IID
IL6,IL23A,P05231,Q9NPF7,IID
IL6,LIFR,P05231,P42702,IID
IL6,CXCL1,P05231,P09341,IID
IL6,EPHB3,P05231,P54753,IID
IL6,IL27RA,P05231,Q6UWB1,IID
IL6,CX3CL1,P05231,P78423,IID
IL6,IL21,P05231,Q9HBE4,IID
IL6,TNR,P05231,Q92752,IID
IL6,NFAM1,P05231,Q8NET5,IID
IL6,ATF3,P05231,P18847,IID
IL6,CD86,P05231,P42081,IID
IL6,TREM1,P05231,Q9NP99,IID
IL6,JAK3,P05231,P52333,IID
IL6,CLCF1,P05231,Q9UBD9,IID
IL6,FZD1,P05231,Q9UP38,IID
IL6,IL12A,P05231,P29459,IID
IL6,JUNB,P05231,P17275,IID
IL6,ROBO3,P05231,Q96MS0,IID
IL6,TNFAIP3,P05231,P21580,IID
IL6,TNN,P05231,Q9UQP3,IID
IL6,IL12RB1,P05231,P42701,IID
IL6,CXCL3,P05231,P19876,IID
IL6,CSF3R,P05231,Q99062,IID
IL6,TNFRSF11A,P05231,Q9Y6Q6,IID
IL6,IL10RB,P05231,Q08334,IID
IL6,ADORA2B,P05231,P29275,IID
IL6,KDM2A,P05231,Q9Y2K7,IID
IL6,NEO1,P05231,Q92859,IID
IL6,CAV1,P05231,Q03135,IID
IL6,IL2,P05231,P60568,IID
IL6,SPINK5,P05231,Q9NQ38,IID
IL6,CD14,P05231,P08571,IID
IL6,ILDR2,P05231,Q71H61,IID
IL6,IL19,P05231,Q9UHD0,IID
IL6,CD276,P05231,Q5ZPR3,IID
IL6,S100A4,P05231,P26447,IID
IL6,OSM,P05231,P13725,IID
IL6,KDR,P05231,P35968,IID
IL6,CD28,P05231,P10747,IID
IL6,OSMR,P05231,Q99650,IID
IL6,IGFBP7,P05231,Q16270,IID
IL6,LBP,P05231,P18428,IID
IL6,MRPS15,P05231,P82914,IID
IL6,S100A14,P05231,Q9HCY8,IID
IL6,TREML1,P05231,Q86YW5,IID
IL6,ICAM1,P05231,P05362,IID
IL6,IL11RA,P05231,Q14626,IID
IL6,GHR,P05231,P10912,IID
IL6,-,P05231,P22614,IID
IL6,ITGB4,P05231,P16144,IID
IL6,CD83,P05231,Q01151,IID
IL6,CLU,P05231,P10909,IID
IL6,EPHB4,P05231,P54760,IID
ICAM1,CCL2,P05362,P13500,IID
CD2,CCR5,P06729,P51681,IID
THBD,CCL2,P07204,P13500,IID
ELANE,CCL2,P08246,P13500,IID
LTA4H,LTC4S,P09960,Q16873,IID
LTA4H,RPL29,P09960,P47914,IID
LTA4H,DDA1,P09960,Q9BW61,IID
LTA4H,ALOX15,P09960,P16050,IID
LTA4H,ELAVL1,P09960,Q15717,IID
LTA4H,TAGLN2,P09960,P37802,IID
LTA4H,SIRT1,P09960,Q96EB6,IID
LTA4H,PGM1,P09960,P36871,IID
LTA4H,ALOXE3,P09960,Q9BYJ1,IID
LTA4H,FKBP2,P09960,P26885,IID
LTA4H,TINF2,P09960,Q9BSI4,IID
LTA4H,MGST2,P09960,Q99735,IID
LTA4H,CYP4F2,P09960,P78329,IID
LTA4H,HSPD1,P09960,P10809,IID
LTA4H,DHODH,P09960,Q02127,IID
LTA4H,TRAP1,P09960,Q12931,IID
LTA4H,PFDN5,P09960,Q99471,IID
LTA4H,YWHAE,P09960,P62258,IID
LTA4H,ALOX5AP,P09960,P20292,IID
LTA4H,ESD,P09960,P10768,IID
LTA4H,BOP1,P09960,Q14137,IID
LTA4H,GNB1,P09960,P62873,IID
LTA4H,SSR4,P09960,P51571,IID
LTA4H,MCC,P09960,P23508,IID
LTA4H,NAE1,P09960,Q13564,IID
LTA4H,YWHAB,P09960,P31946,IID
LTA4H,ALOX12,P09960,P18054,IID
LTA4H,PTDSS1,P09960,P48651,IID
LTA4H,ERP29,P09960,P30040,IID
LTA4H,PSME2,P09960,Q9UL46,IID
LTA4H,RNPEP,P09960,Q9H4A4,IID
LTA4H,CAP1,P09960,Q01518,IID
LTA4H,DDX6,P09960,P26196,IID
LTA4H,KSR1,P09960,Q8IVT5,IID
LTA4H,IKBKE,P09960,Q14164,IID
LTA4H,CNOT9,P09960,Q92600,IID
LTA4H,UGP2,P09960,Q16851,IID
LTA4H,AOPEP,P09960,Q8N6M6,IID
LTA4H,GALK2,P09960,Q01415,IID
LTA4H,-,P09960,P62158,IID
LTA4H,RAB4A,P09960,P20338,IID
LTA4H,KPNB1,P09960,Q14974,IID
LTA4H,SET,P09960,Q01105,IID
LTA4H,HLA-C,P09960,P30504,IID
LTA4H,RNPEPL1,P09960,Q9HAU8,IID
LTA4H,HLA-B,P09960,P30480,IID
LTA4H,UBA5,P09960,Q9GZZ9,IID
LTA4H,SPR,P09960,P35270,IID
LTA4H,SIRT7,P09960,Q9NRC8,IID
LTA4H,EEF1B2,P09960,P24534,IID
LTA4H,RPL8,P09960,P62917,IID
LTA4H,MAML1,P09960,Q92585,IID
LTA4H,SLC25A6,P09960,P12236,IID
LTA4H,ADAR,P09960,P55265,IID
LTA4H,SSR2,P09960,P43308,IID
LTA4H,TMEM62,P09960,Q0P6H9,IID
LTA4H,NAPRT,P09960,Q6XQN6,IID
LTA4H,HDAC5,P09960,Q9UQL6,IID
LTA4H,TRRAP,P09960,Q9Y4A5,IID
IRF1,IL12B,P10914,P29460,IID
CD8B,IL12B,P10966,P29460,IID
CCL2,PDCD1LG2,P13500,Q9BQ51,IID
CCL2,NPTN,P13500,Q9Y639,IID
CCL2,DGCR8,P13500,Q8WYQ5,IID
CCL2,CHIA,P13500,Q9BZP6,IID
CCL2,CCL13,P13500,Q99616,IID
CCL2,ALPK3,P13500,Q96L96,IID
CCL2,-,P13500,P80362,IID
CCL2,IL1R1,P13500,P14778,IID
CCL2,CCL14,P13500,Q16627,IID
CCL2,MPP1,P13500,Q00013,IID
CCL2,CCL1,P13500,P22362,IID
CCL2,CXCL5,P13500,P42830,IID
CCL2,SQSTM1,P13500,Q13501,IID
CCL2,IL6ST,P13500,P40189,IID
CCL2,NOTCH2,P13500,Q04721,IID
CCL2,CADM1,P13500,Q9BY67,IID
CCL2,PLP2,P13500,Q04941,IID
CCL2,IL16,P13500,Q14005,IID
CCL2,CD163,P13500,Q86VB7,IID
CCL2,ZC3H12A,P13500,Q5D1E8,IID
CCL2,ITGA2,P13500,P17301,IID
CCL2,STC1,P13500,P52823,IID
CCL2,TNFAIP6,P13500,P98066,IID
CCL2,MMP8,P13500,P22894,IID
CCL2,OBSCN,P13500,Q5VST9,IID
CCL2,GBP1,P13500,P32455,IID
CCL2,KLF10,P13500,Q13118,IID
CCL2,TNFRSF1B,P13500,P20333,IID
CCL2,EBI3,P13500,Q14213,IID
CCL2,MYBPH,P13500,Q13203,IID
CCL2,PRKCE,P13500,Q02156,IID
CCL2,BCL3,P13500,P20749,IID
CCL2,EMB,P13500,Q6PCB8,IID
CCL2,VCAN,P13500,P13611,IID
CCL2,MAPK14,P13500,Q16539,IID
CCL2,MCM7,P13500,P33993,IID
CCL2,TRH,P13500,P20396,IID
CCL2,MXRA5,P13500,Q9NR99,IID
CCL2,AXL,P13500,P30530,IID
CCL2,IL17F,P13500,Q96PD4,IID
CCL2,CX3CL1,P13500,P78423,IID
CCL2,MCM3,P13500,P25205,IID
CCL2,SELE,P13500,P16581,IID
CCL2,PTPRU,P13500,Q92729,IID
CCL2,ACKR1,P13500,Q16570,IID
CCL2,C5AR1,P13500,P21730,IID
CCL2,CCR9,P13500,P51686,IID
CCL2,MMP12,P13500,P39900,IID
CCL2,HBEGF,P13500,Q99075,IID
CCL2,NFKBIA,P13500,P25963,IID
CCL2,SYK,P13500,P43405,IID
CCL2,AZU1,P13500,P20160,IID
CCL2,ITCH,P13500,Q96J02,IID
CCL2,C1RL,P13500,Q9NZP8,IID
CCL2,CMKLR1,P13500,Q99788,IID
CCL2,COLEC12,P13500,Q5KU26,IID
CCL2,ADM,P13500,P35318,IID
CCL2,SFTPD,P13500,P35247,IID
CCL2,NECTIN2,P13500,Q92692,IID
CCL2,CCL19,P13500,Q99731,IID
CCL2,CCL20,P13500,P78556,IID
CCL2,GATA4,P13500,P43694,IID
CCL2,PLA2G4A,P13500,P47712,IID
CCL2,ADAMTS1,P13500,Q9UHI8,IID
CCL2,CD209,P13500,Q9NNX6,IID
CCL2,PLAUR,P13500,Q03405,IID
CCL2,PTGS2,P13500,P35354,IID
CCL2,ACKR4,P13500,Q9NPB9,IID
CCL2,HSPG2,P13500,P98160,IID
CCL2,TIPARP,P13500,Q7Z3E1,IID
CCL2,ARHGAP15,P13500,Q53QZ3,IID
CCL2,JUNB,P13500,P17275,IID
CCL2,PLCG2,P13500,P16885,IID
CCL2,IGFBP5,P13500,P24593,IID
CCL2,CD276,P13500,Q5ZPR3,IID
CCL2,ROBO4,P13500,Q8WZ75,IID
CCL2,CXCR3,P13500,P49682,IID
CCL2,MIA3,P13500,Q5JRA6,IID
CCL2,TGFB2,P13500,P61812,IID
CCL2,PRF1,P13500,P14222,IID
CCL2,HSPB2,P13500,Q16082,IID
CCL2,CCR5,P13500,Q38L21,IID
CCL2,EPS8,P13500,Q12929,IID
CCL2,TTN,P13500,Q8WZ42,IID
CCL2,SKOR2,P13500,Q2VWA4,IID
CCL2,HIST1H4A,P13500,P62805,IID
CCL2,TGFBR2,P13500,P37173,IID
CCL2,NECTIN1,P13500,Q15223,IID
CCL2,IFNAR2,P13500,P48551,IID
CCL2,PRKCA,P13500,P17252,IID
CCL2,CXCL6,P13500,P80162,IID
CCL2,KLF6,P13500,Q99612,IID
CCL2,KLK6,P13500,Q92876,IID
CCL2,F2R,P13500,P25116,IID
CCL2,CCR1,P13500,P32246,IID
CCL2,FPR1,P13500,P21462,IID
CCL2,ATXN1,P13500,P54253,IID
CCL2,VSIG4,P13500,Q9Y279,IID
CCL2,TREM2,P13500,Q9NZC2,IID
CCL2,FLNA,P13500,P21333,IID
CCL2,STAT2,P13500,P52630,IID
CCL2,TREML1,P13500,Q86YW5,IID
CCL2,CCL28,P13500,Q9NRJ3,IID
CCL2,CXCL12,P13500,P48061,IID
CCL2,TRAF6,P13500,Q9Y4K3,IID
CCL2,STAT3,P13500,P40763,IID
CCL2,JAK1,P13500,P23458,IID
CCL2,-,P13500,Q4VBL2,IID
CCL2,IGFBP7,P13500,Q16270,IID
CCL2,CCL4L1,P13500,Q8NHW4,IID
CCL2,MAFB,P13500,Q9Y5Q3,IID
CCL2,TLR1,P13500,Q15399,IID
CCL2,VEGFA,P13500,P15692,IID
CCL2,ARNT,P13500,P27540,IID
CCL2,GRB10,P13500,Q13322,IID
CCL2,FLT1,P13500,P17948,IID
CCL2,NCOR2,P13500,Q9Y618,IID
CCL2,DMBT1,P13500,Q9UGM3,IID
CCL2,CCR10,P13500,P46092,IID
CCL2,SP100,P13500,P23497,IID
CCL2,MYBPC3,P13500,Q14896,IID
CCL2,HIF1A,P13500,Q16665,IID
CCL2,DNMT3B,P13500,Q9UBC3,IID
CCL2,NMI,P13500,Q13287,IID
CCL2,DPP4,P13500,P27487,IID
CCL2,CXADR,P13500,P78310,IID
CCL2,CASP8,P13500,Q14790,IID
CCL2,SELP,P13500,P16109,IID
CCL2,TIMP3,P13500,P35625,IID
CCL2,OSMR,P13500,Q99650,IID
CCL2,VEGFB,P13500,P49765,IID
CCL2,BMPR2,P13500,Q13873,IID
CCL2,CXCL3,P13500,P19876,IID
CCL2,IL10,P13500,P22301,IID
CCL2,FUZ,P13500,Q9BT04,IID
CCL2,CCR6,P13500,P51684,IID
CCL2,TMPRSS3,P13500,P57727,IID
CCL2,DCC,P13500,P43146,IID
CCL2,NFKB1,P13500,P19838,IID
CCL2,EPHA2,P13500,P29317,IID
CCL2,YBX3,P13500,P16989,IID
CCL2,STAB1,P13500,Q9NY15,IID
CCL2,MYBPC1,P13500,Q00872,IID
CCL2,VEGFC,P13500,P49767,IID
CCL2,MMP11,P13500,P24347,IID
CCL2,BTC,P13500,P35070,IID
CCL2,NOTCH3,P13500,Q9UM47,IID
CCL2,CCR5,P13500,P51681,IID
CCL2,ROR2,P13500,Q01974,IID
CCL2,BCAN,P13500,Q96GW7,IID
CCL2,CCL3L1,P13500,P16619,IID
CCL2,NISCH,P13500,Q9Y2I1,IID
CCL2,C3AR1,P13500,Q16581,IID
CCL2,AGGF1,P13500,Q8N302,IID
CCL2,BRCA1,P13500,P38398,IID
CCL2,SPINK5,P13500,Q9NQ38,IID
CCL2,TGFBR1,P13500,P36897,IID
CCL2,SCN1B,P13500,Q07699,IID
CCL2,LY96,P13500,Q9Y6Y9,IID
CCL2,CCR3,P13500,P51677,IID
CCL2,IL23R,P13500,Q5VWK5,IID
CCL2,MMP14,P13500,P50281,IID
CCL2,HCLS1,P13500,P14317,IID
CCL2,ORC2,P13500,Q13416,IID
CCL2,PILRB,P13500,Q9UKJ0,IID
CCL2,CCR2,P13500,P41597,IID
CCL2,RETN,P13500,Q9HD89,IID
CCL2,CLEC5A,P13500,Q9NY25,IID
CCL2,CCL18,P13500,P55774,IID
CCL2,XCR1,P13500,P46094,IID
CCL2,PRKCD,P13500,Q05655,IID
CCL2,MAP3K14,P13500,Q99558,IID
CCL2,MYBPC2,P13500,Q14324,IID
CCL2,IFI16,P13500,Q16666,IID
CCL2,XCL2,P13500,Q9UBD3,IID
CCL2,CDC6,P13500,Q99741,IID
CCL2,MMP13,P13500,P45452,IID
CCL2,CYB5R4,P13500,Q7L1T6,IID
CCL2,CD86,P13500,P42081,IID
CCL2,CCR7,P13500,P32248,IID
CCL2,CCL5,P13500,P13501,IID
CCL2,MAFF,P13500,Q9ULX9,IID
CCL2,CCL7,P13500,P80098,IID
CCL2,ROBO1,P13500,Q9Y6N7,IID
CCL2,PRSS8,P13500,Q16651,IID
CCL2,CCL17,P13500,Q92583,IID
CCL2,CALCR,P13500,P30988,IID
CCL2,TREM1,P13500,Q9NP99,IID
CCL2,CCL26,P13500,Q9Y258,IID
CCL2,TAP1,P13500,Q03518,IID
CCL2,AGER,P13500,Q15109,IID
CCL2,BIRC3,P13500,Q13489,IID
CCL2,CTSS,P13500,P25774,IID
CCL2,CSF2RB,P13500,P32927,IID
CCL2,ACAN,P13500,P16112,IID
CCL2,NNMT,P13500,P40261,IID
CCL2,CCL23,P13500,P55773,IID
CCL2,ICAM3,P13500,P32942,IID
CCL2,MYOF,P13500,Q9NZM1,IID
CCL2,HOXA5,P13500,P20719,IID
CCL2,ZC3H8,P13500,Q8N5P1,IID
CCL2,SH3GLB1,P13500,Q9Y371,IID
CCL2,PLA2G2A,P13500,P14555,IID
CCL2,EFNA1,P13500,P20827,IID
CCL2,CXCR1,P13500,P25024,IID
CCL2,MMP27,P13500,Q9H306,IID
CCL2,HAPLN3,P13500,Q96S86,IID
CCL2,ETV6,P13500,P41212,IID
CCL2,CCL2,P13500,P13500,IID
CCL2,MALT1,P13500,Q9UDY8,IID
CCL2,BTK,P13500,Q06187,IID
CCL2,CASP1,P13500,P29466,IID
CCL2,MSN,P13500,P26038,IID
CCL2,MMP9,P13500,P14780,IID
CCL2,LIF,P13500,P15018,IID
CCL2,CEACAM1,P13500,P13688,IID
CCL2,CCL8,P13500,P80075,IID
CCL2,PKNOX1,P13500,P55347,IID
CCL2,CXCR4,P13500,P61073,IID
CCL2,CTGF,P13500,P29279,IID
CCL2,CASP6,P13500,P55212,IID
CCL2,GATA3,P13500,P23771,IID
CCL2,KDR,P13500,P35968,IID
CCL2,FASLG,P13500,P48023,IID
CCL2,CD40,P13500,P25942,IID
CCL2,CCR8,P13500,P51685,IID
CCL2,CHRDL1,P13500,Q9BU40,IID
CCL2,STAC,P13500,Q99469,IID
CCL2,BIRC2,P13500,Q13490,IID
CCL2,LAMA2,P13500,P24043,IID
CCL2,LTBP2,P13500,Q14767,IID
CCL2,STAT1,P13500,P42224,IID
CCL2,GPR98,P13500,Q8WXG9,IID
CCL2,MXRA8,P13500,Q9BRK3,IID
CCL2,TIGIT,P13500,Q495A1,IID
CCL2,CELSR1,P13500,Q9NYQ6,IID
CCL2,VCAM1,P13500,P19320,IID
CCL2,RELA,P13500,Q04206,IID
CCL2,SPHK1,P13500,Q9NYA1,IID
CCL2,ROBO2,P13500,Q9HCK4,IID
CCL2,TRIM25,P13500,Q14258,IID
CCL2,TYK2,P13500,P29597,IID
CCL2,CXCL2,P13500,P19875,IID
CCL2,CXCL9,P13500,Q07325,IID
CCL2,WWC1,P13500,Q8IX03,IID
CCL2,TBCE,P13500,Q15813,IID
CCL2,IRS2,P13500,Q9Y4H2,IID
CCL2,NR1H3,P13500,Q13133,IID
CCL2,TNFRSF1A,P13500,P19438,IID
CCL2,MCM2,P13500,P49736,IID
CCL2,BLNK,P13500,Q8WV28,IID
CCL2,LAMB2,P13500,P55268,IID
CCL2,VSIR,P13500,Q9H7M9,IID
CCL2,PROK1,P13500,P58294,IID
CCL2,NOD2,P13500,Q9HC29,IID
CCL2,NEDD4,P13500,P46934,IID
CCL2,GDF5,P13500,P43026,IID
CCL2,F3,P13500,P13726,IID
CCL2,BMPER,P13500,Q8N8U9,IID
CCL2,SLC11A1,P13500,P49279,IID
CCL2,DLL4,P13500,Q9NR61,IID
CCL2,HGF,P13500,P14210,IID
CCL2,STAT4,P13500,Q14765,IID
CCL2,TNFRSF11A,P13500,Q9Y6Q6,IID
CCL2,CD83,P13500,Q01151,IID
CCL2,LILRB1,P13500,Q8NHL6,IID
CCL2,XCL1,P13500,P47992,IID
CCL2,-,P13500,Q96PK2,IID
CCL2,ETS1,P13500,P14921,IID
CCL2,CCL27,P13500,Q9Y4X3,IID
CCL2,CCL15,P13500,Q16663,IID
CCL2,BAIAP2,P13500,Q9UQB8,IID
CCL2,TARBP2,P13500,Q15633,IID
CCL2,ANGPT1,P13500,Q15389,IID
CCL2,SLC9A6,P13500,Q92581,IID
CCL2,CCL11,P13500,P51671,IID
CCL2,MASP1,P13500,P48740,IID
CCL2,CDH13,P13500,P55290,IID
CCL2,DOK1,P13500,Q99704,IID
CCL5,CCR5,P13501,P51681,IID
CD46,IL12B,P15529,P29460,IID
CD1D,IL12B,P15813,P29460,IID
IL7R,IL10RA,P16871,Q13651,IID
JUNB,IL12B,P17275,P29460,IID
IL1RN,SIGIRR,P18510,Q6IA17,IID
IL1RN,IL1R2,P18510,P27930,IID
IL1RN,TERF2IP,P18510,Q9NYB0,IID
IL1RN,IL1RL2,P18510,Q9HB29,IID
IL1RN,RELA,P18510,Q04206,IID
IL1RN,MYD88,P18510,Q99836,IID
IL1RN,TBC1D22B,P18510,Q9NU19,IID
IL1RN,CDK15,P18510,Q96Q40,IID
IL1RN,POT1,P18510,Q9NUX5,IID
IL1RN,IL1RAP,P18510,Q9NPH3,IID
IL1RN,SEC22C,P18510,Q9BRL7,IID
IL1RN,TRAF6,P18510,Q9Y4K3,IID
IL1RN,TOLLIP,P18510,Q9H0E2,IID
IL1RN,IRAK1,P18510,P51617,IID
IL1RN,IL1RN,P18510,P18510,IID
IL1RN,FCF1,P18510,Q9Y324,IID
IL1RN,IL1RAPL2,P18510,Q9NP60,IID
CXCL3,CXCL9,P19876,Q07325,IID
CCL1,CCR5,P22362,P51681,IID
IL4R,CD83,P24394,Q01151,IID
IL4R,FNDC4,P24394,Q9H6D8,IID
IL4R,SPINK5,P24394,Q9NQ38,IID
IL4R,SLAMF7,P24394,Q9NQ25,IID
IL4R,KAT5,P24394,Q92993,IID
IL4R,IL12A,P24394,P29459,IID
IL4R,MICB,P24394,Q29980,IID
IL4R,PIBF1,P24394,Q8WXW3,IID
IL4R,CDON,P24394,Q4KMG0,IID
IL4R,SHH,P24394,Q15465,IID
IL4R,RHBDF2,P24394,Q6PJF5,IID
IL4R,TYK2,P24394,P29597,IID
IL4R,PTPN6,P24394,P29350,IID
IL4R,GOLGA2,P24394,Q08379,IID
IL4R,ALK,P24394,Q9UM73,IID
IL4R,LRRN4CL,P24394,Q8ND94,IID
IL4R,ZDHHC9,P24394,Q9Y397,IID
IL4R,FNDC8,P24394,Q8TC99,IID
IL4R,FNDC3B,P24394,Q53EP0,IID
IL4R,IRS1,P24394,P35568,IID
IL4R,STUB1,P24394,Q9UNE7,IID
IL4R,IL2,P24394,P60568,IID
IL4R,IL12RB2,P24394,Q99665,IID
IL4R,PRKCZ,P24394,Q05513,IID
IL4R,TNR,P24394,Q92752,IID
IL4R,IL27RA,P24394,Q6UWB1,IID
IL4R,BMPR1A,P24394,P36894,IID
IL4R,CLCF1,P24394,Q9UBD9,IID
IL4R,BCL11B,P24394,Q9C0K0,IID
IL4R,IRF4,P24394,Q15306,IID
IL4R,LRRN4,P24394,Q8WUT4,IID
IL4R,STX5,P24394,Q13190,IID
IL4R,KIR2DS1,P24394,Q14954,IID
IL4R,CD276,P24394,Q5ZPR3,IID
IL4R,ITCH,P24394,Q96J02,IID
IL4R,IL21,P24394,Q9HBE4,IID
IL4R,ROBO1,P24394,Q9Y6N7,IID
IL4R,HLX,P24394,Q14774,IID
IL4R,CADM1,P24394,Q9BY67,IID
IL4R,ARL5B,P24394,Q96KC2,IID
IL4R,NECTIN2,P24394,Q92692,IID
IL4R,NFAM1,P24394,Q8NET5,IID
IL4R,DCAKD,P24394,Q8WVC6,IID
IL4R,PILRA,P24394,Q9UKJ1,IID
IL4R,KIR3DL1,P24394,P43629,IID
IL4R,CNTF,P24394,P26441,IID
IL4R,IL18,P24394,Q14116,IID
IL4R,CMYA5,P24394,Q8N3K9,IID
IL4R,IL20RB,P24394,Q6UXL0,IID
IL4R,CBLC,P24394,Q9ULV8,IID
IL4R,IL25,P24394,Q9H293,IID
IL4R,CD27,P24394,P26842,IID
IL4R,IL23A,P24394,Q9NPF7,IID
IL4R,VSIG4,P24394,Q9Y279,IID
IL4R,BLNK,P24394,Q8WV28,IID
IL4R,IL13RA1,P24394,P78552,IID
IL4R,PKMYT1,P24394,Q99640,IID
IL4R,TGFBR2,P24394,P37173,IID
IL4R,RACK1,P24394,P63244,IID
IL4R,CNR2,P24394,P34972,IID
IL4R,IL15,P24394,P40933,IID
IL4R,LILRB2,P24394,Q8N423,IID
IL4R,NFKB2,P24394,Q00653,IID
IL4R,SYK,P24394,P43405,IID
IL4R,CNTN4,P24394,Q8IWV2,IID
IL4R,MPL,P24394,P40238,IID
IL4R,PIK3R1,P24394,P27986,IID
IL4R,CD226,P24394,Q15762,IID
IL4R,SHCBP1,P24394,Q8NEM2,IID
IL4R,PDCD1LG2,P24394,Q9BQ51,IID
IL4R,NET1,P24394,Q7Z628,IID
IL4R,CD86,P24394,P42081,IID
IL4R,TIGIT,P24394,Q495A1,IID
IL4R,CD274,P24394,Q9NZQ7,IID
IL4R,TBX21,P24394,Q9UL17,IID
IL4R,PIK3CA,P24394,P42336,IID
IL4R,IL12B,P24394,P29460,IID
IL4R,IL31RA,P24394,Q8NI17,IID
IL4R,GAB2,P24394,Q9UQC2,IID
IL4R,SIRPG,P24394,Q9P1W8,IID
IL4R,PRR11,P24394,Q96HE9,IID
IL4R,PTPN11,P24394,Q06124,IID
IL4R,IRS2,P24394,Q9Y4H2,IID
IL4R,LY9,P24394,Q9HBG7,IID
IL4R,CD40LG,P24394,P29965,IID
IL4R,IL22RA1,P24394,Q8N6P7,IID
IL4R,KCNT2,P24394,Q6UVM3,IID
IL4R,LILRB1,P24394,Q8NHL6,IID
IL4R,EBI3,P24394,Q14213,IID
IL4R,IL12RB1,P24394,P42701,IID
IL4R,CSF3R,P24394,Q99062,IID
IL4R,BTLA,P24394,Q7Z6A9,IID
IL4R,INPP5D,P24394,Q92835,IID
IL4R,JAK3,P24394,P52333,IID
IL4R,IL13,P24394,P35225,IID
IL4R,FLT3,P24394,P36888,IID
IL4R,CD80,P24394,P33681,IID
IL4R,BOC,P24394,Q9BWV1,IID
IL4R,PATZ1,P24394,Q9HBE1,IID
